text_display,video_source,text_emoji,text_clean,word_count,aspect_category,is_sarcastic,sentiment
mafia semua patrick dan tohir sat,Youtube,mafia semua patrick dan tohir sat,mafia semua patrick dan tohir sat,6,Coach_Kluivert,0,Negative
"tiap nonton timnas, langganan video atau vision plus dan bahkan beli jerseynya 2 wkwkwkwkwkwkw",Youtube,"tiap nonton timnas, langganan video atau vision plus dan bahkan beli jerseynya 2 wkwkwkwkwkwkw",tiap menonton timnas langganan video atau vision plus dan bahkan beli jerseynya 2 wkwkwkwkwkwkw,14,Player,0,Positive
8:43 Apa kita harus turun ke jalan ?,Youtube,8:43 Apa kita harus turun ke jalan ?,843 apa kita harus turun ke jalan ?,8,General,0,Neutral
"kalo akhirnya gak mundur, fix udah konoha banget. wkwk",Youtube,"kalo akhirnya gak mundur, fix udah konoha banget. wkwk",kalo akhirnya enggak mundur fix sudah konoha banget wkwk,9,General,1,Negative
"tolong debatin koci itu bang pendapat nya berat sebelah lama lama, lu kan ada satu podcast sama koci",Youtube,"tolong debatin koci itu bang pendapat nya berat sebelah lama lama, lu kan ada satu podcast sama koci",tolong debatin koci itu bang pendapat nya berat sebelah lama lama lu kan ada satu podcast sama koci,18,Pundit,0,Neutral
"bang mending elu aja deg yang jadi ketua PSSI...
 ini kesempatan lu buat jadi Legenda bang...
 dan terncatat dalam sejarah Indonesia... kalau lu bisa sukses bikin indonesia masuk piala dunia di 2030, lu bakal di nobatkan sebagai Pahlawan bg...",Youtube,"bang mending elu aja deg yang jadi ketua PSSI... ini kesempatan lu buat jadi Legenda bang... dan terncatat dalam sejarah Indonesia... kalau lu bisa sukses bikin indonesia masuk piala dunia di 2030, lu bakal di nobatkan sebagai Pahlawan bg...",bang mending lu saja deg yang jadi ketua pssi ini kesempatan lu buat jadi legenda bang dan terncatat dalam sejarah indonesia kalau lu bisa sukses bikin indonesia masuk piala dunia di 2030 lu bakal di nobatkan sebagai pahlawan bang,39,Mgmt_General,1,Positive
"Emangnya kenapa, smp segitu nya???",Youtube,"Emangnya kenapa, smp segitu nya???",memangnya kenapa sampai segitu nya?,5,General,0,Neutral
"Di prank sm c Erick Dan antek""nya 😅",Youtube,"Di prank sm c Erick Dan antek""nya hedeh",di prank sama sih erick dan anteknya hedeh,8,Mgmt_ET,0,Negative
"Bisa ngak subjeknya harus pengamat yang sok sokan nimbrung sebagai suara masyarakat mereka ini yang harus mundur yang menyesatkan opini gimanapun mereka andil dalam perjalanan ini, suara mereka juga punya andil dalam jalan ini.",Youtube,"Bisa ngak subjeknya harus pengamat yang sok sokan nimbrung sebagai suara masyarakat mereka ini yang harus mundur yang menyesatkan opini gimanapun mereka andil dalam perjalanan ini, suara mereka juga punya andil dalam jalan ini.",bisa enggak subjeknya harus pengamat yang sok sokan nimbrung sebagai suara masyarakat mereka ini yang harus mundur yang menyesatkan opini gimanapun mereka andil dalam perjalanan ini suara mereka juga punya andil dalam jalan ini,34,Pundit,0,Negative
Sense of belonging gua tetap hanya ada di Timnas Futsal 😂,Youtube,Sense of belonging gua tetap hanya ada di Timnas Futsal lawak,sense of belonging gua tetap hanya ada di timnas futsal lawak,11,Player,1,Negative
Wetw..wet..wet.. Selera Kita Sama.. Djarum Super,Youtube,Wetw..wet..wet.. Selera Kita Sama.. Djarum Super,wetwwetwet selera kita sama djarum super,6,General,0,Neutral
masih kusut bang,Youtube,masih kusut bang,masih kusut bang,3,General,0,Negative
Kenapa masih banyak orang berharap...pada tim Indonesia?,Youtube,Kenapa masih banyak orang berharap...pada tim Indonesia?,kenapa masih banyak orang berharappada tim indonesia?,7,General,1,Negative
"aku paling sebel bgt dulu ketika ada kabar STY dipecat, bukan karna aku ngfans sama dia, bukan jg karna aku gk suka Patrick, tp karna waktunya tidak tepat, mau yg gantiin itu Pep Guardiola pun aku gk akan setuju.",Youtube,"aku paling sebel bgt dulu ketika ada kabar STY dipecat, bukan karna aku ngfans sama dia, bukan jg karna aku gk suka Patrick, tp karna waktunya tidak tepat, mau yg gantiin itu Pep Guardiola pun aku gk akan setuju.",aku paling sebel banget dulu ketika ada kabar sty dipecat bukan karena aku fan sama dia bukan juga karena aku enggak suka patrick tapi karena waktunya tidak tepat mau yang menggantikan itu pep guardiola pun aku enggak akan setuju,39,Coach_STY,0,Negative
timnas yang udah susah payah dibangun pondasinya oleh sty dihancurin tanpa sisa oleh et dan gerombolan genk belandanya,Youtube,timnas yang udah susah payah dibangun pondasinya oleh sty dihancurin tanpa sisa oleh et dan gerombolan genk belandanya,timnas yang sudah susah payah dibangun pondasinya oleh sty dihancurin tanpa sisa oleh et dan gerombolan genk belandanya,18,Coach_STY,0,Negative
"Naturalisasi Jude belingham ja, dia ga di panggil timnas Inggris",Youtube,"Naturalisasi Jude belingham ja, dia ga di panggil timnas Inggris",naturalisasi jude belingham saja dia enggak di panggil timnas inggris,10,Player,0,Neutral
Tanyakan ke pak erik tohir.. Dia pemimpin nya.... Knp hilang bgtu saja...,Youtube,Tanyakan ke pak erik tohir.. Dia pemimpin nya.... Knp hilang bgtu saja...,tanyakan ke pak erik tohir dia pemimpin nya kenapa hilang begitu saja,12,Mgmt_ET,0,Negative
"Timnas usia muda yg dibangun Indra Syafri & Fahri Husaini yg sudah terbentuk bisa mengalahkan KoSel dan Iran dan negara kuat lainnya dirusak PSSI dengan memasukkan STY, jika dilanjutkan bisa lebih Timnas Indonesia. Kemudian STY membangun Timnas dengan memanen pemain generasi emas Indonesia binaan sebelumnya diputus kontrak karena karena sering blunder, gonta-ganti pemain dan minim kemampuan komunikasi diganti Patrik, yg punya rekam jejak kasus judi...",Youtube,"Timnas usia muda yg dibangun Indra Syafri & Fahri Husaini yg sudah terbentuk bisa mengalahkan KoSel dan Iran dan negara kuat lainnya dirusak PSSI dengan memasukkan STY, jika dilanjutkan bisa lebih Timnas Indonesia. Kemudian STY membangun Timnas dengan memanen pemain generasi emas Indonesia binaan sebelumnya diputus kontrak karena karena sering blunder, gonta-ganti pemain dan minim kemampuan komunikasi diganti Patrik, yg punya rekam jejak kasus judi...",timnas usia muda yang dibangun indra syafri fahri husaini yang sudah terbentuk bisa mengalahkan kosel dan iran dan negara kuat lainnya dirusak pssi dengan memasukkan sty jika dilanjutkan bisa lebih timnas indonesia kemudian sty membangun timnas dengan memanen pemain generasi emas indonesia binaan sebelumnya diputus kontrak karena karena sering blunder gonta-ganti pemain dan minim kemampuan komunikasi diganti patrik yang punya rekam jejak kasus judi,64,Coach_STY,0,Negative
"bener si bang , GADA MALU ITU PEJABAT",Youtube,"bener si bang , GADA MALU ITU PEJABAT",benar sih bang enggak ada malu itu pejabat,8,General,0,Negative
"Kalo ada Timnas maen lagi mendingan yg jadi Pundit, Dustin aja kali ya. Towel Justin sama aja ga ada enaknya didenger",Youtube,"Kalo ada Timnas maen lagi mendingan yg jadi Pundit, Dustin aja kali ya. Towel Justin sama aja ga ada enaknya didenger",kalo ada timnas main lagi mendingan yang jadi pundit dustin saja kali ya towel justin sama saja enggak ada enaknya didenger,21,Player,0,Negative
Apa kita harus turun ke jalan?,Youtube,Apa kita harus turun ke jalan?,apa kita harus turun ke jalan?,6,General,0,Neutral
"kalo mau ET mundur, tolong terlebih dahulu cari pengganti yang di atas kelebihan pak erik, saya gmw PSSI kembali dipimipin oleh orang orang yang tidak mumpuni pada bidangnya, contoh dipimipin orang dengan latar belakang aparat...",Youtube,"kalo mau ET mundur, tolong terlebih dahulu cari pengganti yang di atas kelebihan pak erik, saya gmw PSSI kembali dipimipin oleh orang orang yang tidak mumpuni pada bidangnya, contoh dipimipin orang dengan latar belakang aparat...",kalo mau et mundur tolong terlebih dahulu cari pengganti yang di atas kelebihan pak erik saya gmw pssi kembali dipimipin oleh orang orang yang tidak mumpuni pada bidangnya contoh dipimipin orang dengan latar belakang aparat,35,Mgmt_ET,0,Negative
Beneran dipecat Anjir si Patrick... Ferry lagi-lagi 100% Winrate 😂,Youtube,Beneran dipecat Anjir si Patrick... Ferry lagi-lagi 100% Winrate lawak,benaran dipecat anjir sih patrick ferry lagi-lagi 100 winrate lawak,10,Coach_Kluivert,1,Negative
"selama pundit.pundit dan buzzer ,sco pssi dan mafia bola indonesia ,lebih mementingkan dan mengagungkan piala AFF..selama itu lah indonesia bakal terus di jegal dari piala asia bahkan sekalipuj piala dunia🙌",Youtube,"selama pundit.pundit dan buzzer ,sco pssi dan mafia bola indonesia ,lebih mementingkan dan mengagungkan piala AFF..selama itu lah indonesia bakal terus di jegal dari piala asia bahkan sekalipuj piala dunia mengangkat tangan",selama punditpundit dan buzzer sco pssi dan mafia bola indonesia lebih mementingkan dan mengagungkan piala affselama itu lah indonesia bakal terus di jegal dari piala asia bahkan sekalipuj piala dunia mengangkat tangan,32,Mgmt_General,0,Negative
Ini disaster krn udah invest byk di naturalisasi pemain londo trus gatot. Mustinya naturalisasinya lebih awal pas kualifikasi baru mulai jd byk waktu para londo utk adaptasi. Lets move on ke Piala Asia. At least target semi final,Youtube,Ini disaster krn udah invest byk di naturalisasi pemain londo trus gatot. Mustinya naturalisasinya lebih awal pas kualifikasi baru mulai jd byk waktu para londo utk adaptasi. Lets move on ke Piala Asia. At least target semi final,ini disaster karena sudah invest banyak di naturalisasi pemain londo terus gatot mustinya naturalisasinya lebih awal pas kualifikasi baru mulai jadi banyak waktu para londo untuk adaptasi lets move on ke piala asia at least target semi final,38,Player,0,Negative
"Jika memang ingin transisi ke kluivert dari sty kenapa gak kluivert yg jadi assisten dlu baru head coach setelah setaun mungkin kan lebih proper perpindhan nya, apa karena kluivert gamau posisi awal assisten? Yauda gausa cri lain emang org belanda yg bisa ngelatih dia doang? Arghh capek dengan kedongoan org2 di belakang timnas ini 🤬🤬",Youtube,"Jika memang ingin transisi ke kluivert dari sty kenapa gak kluivert yg jadi assisten dlu baru head coach setelah setaun mungkin kan lebih proper perpindhan nya, apa karena kluivert gamau posisi awal assisten? Yauda gausa cri lain emang org belanda yg bisa ngelatih dia doang? Arghh capek dengan kedongoan org2 di belakang timnas ini kasar kasar",jika memang ingin transisi ke kluivert dari sty kenapa enggak kluivert yang jadi assisten dulu baru head coach setelah setaun mungkin kan lebih proper perpindhan nya apa karena kluivert enggak mau posisi awal assisten? yauda enggak usah cari lain memang orang belanda yang bisa ngelatih dia doang? arghh capek dengan kedongoan orang-orang di belakang timnas ini kasar kasar,58,Coach_STY,0,Negative
"""103 MENIT CUMA 1 SHOOT ON GOAL"" KOCAAAAAAAAAAAAKKKKKKKKKKKKKKKKKKKKKKKKKKKKK PETRIIIKKKKKKKKKKKKKKK",Youtube,"""103 MENIT CUMA 1 SHOOT ON GOAL"" KOCAAAAAAAAAAAAKKKKKKKKKKKKKKKKKKKKKKKKKKKKK PETRIIIKKKKKKKKKKKKKKK",103 menit cuma 1 shoot on goal kocak petrik,9,Coach_Kluivert,0,Negative
Pertanyaan : Ganti pelatih bisa lolos...Jawabannya : ET mundur PK pecat...rombak PSSI lagi,Youtube,Pertanyaan : Ganti pelatih bisa lolos...Jawabannya : ET mundur PK pecat...rombak PSSI lagi,pertanyaan ganti pelatih bisa lolosjawabannya et mundur pakai pecatrombak pssi lagi,11,Mgmt_ET,0,Negative
"2 orang ini harus mundur, kalo ga kunjung mundur, protes ke kantor PSSI atau kosongkan stadion ketika bertanding",Youtube,"2 orang ini harus mundur, kalo ga kunjung mundur, protes ke kantor PSSI atau kosongkan stadion ketika bertanding",2 orang ini harus mundur kalo enggak kunjung mundur protes ke kantor pssi atau kosongkan stadion ketika bertanding,18,Mgmt_General,0,Negative
"Salah satu pundit yang pendukung patrick itu coach justin bang, coba abang tanya ke coach justin bang",Youtube,"Salah satu pundit yang pendukung patrick itu coach justin bang, coba abang tanya ke coach justin bang",salah satu pundit yang pendukung patrick itu coach justin bang coba abang tanya ke coach justin bang,17,Coach_Kluivert,0,Neutral
Indonesia banget gitu loh😂,Youtube,Indonesia banget gitu loh lawak,indonesia banget begitu loh lawak,5,General,1,Negative
Nangis gua di menit 20.10 - 21.10 😭😭😭,Youtube,Nangis gua di menit 20.10 - 21.10 wajah menangis keras wajah menangis keras wajah menangis keras,menangis gua di menit 2010 - 2110 wajah menangis keras wajah menangis keras wajah menangis keras,16,General,0,Negative
Hayo tanggung jwb et? Pecat PK berani gk et,Youtube,Hayo tanggung jwb et? Pecat PK berani gk et,hayo tanggung jawab et? pecat pakai berani enggak et,9,Mgmt_ET,0,Negative
Propose ke fifa agar piala dunia bisa tiap 2 tahun,Youtube,Propose ke fifa agar piala dunia bisa tiap 2 tahun,propose ke fifa agar piala dunia bisa tiap 2 tahun,10,Match_Issues,0,Neutral
"Kalau ada yang harus mundur,, saya siap mundur 3 langkah",Youtube,"Kalau ada yang harus mundur,, saya siap mundur 3 langkah",kalau ada yang harus mundur saya siap mundur 3 langkah,10,General,1,Negative
"semenjak pelatih timnas indonesia ganti orang yang mirip goblin itu, gw udah ga berharap apa apa 
 emang udah ketara aura kemundurannya
 dan yap akhirnya memang terjadi
 gw liat berita timnas indonesia kalah kemarin kayak emang wajar aja
 dan udah ga ada harapan lagi udah
 apalagi gw ga support ga nontonin livestream sambil teriak teriak semangat seperti dahulu kala
 mungkin komentar gw terlihat alay lebay dan caper
 tapi yakinlah, banyak orang yang seperti gw.
 satu kata ""ET & Pattrick mundur""",Youtube,"semenjak pelatih timnas indonesia ganti orang yang mirip goblin itu, gw udah ga berharap apa apa emang udah ketara aura kemundurannya dan yap akhirnya memang terjadi gw liat berita timnas indonesia kalah kemarin kayak emang wajar aja dan udah ga ada harapan lagi udah apalagi gw ga support ga nontonin livestream sambil teriak teriak semangat seperti dahulu kala mungkin komentar gw terlihat alay lebay dan caper tapi yakinlah, banyak orang yang seperti gw. satu kata ""ET & Pattrick mundur""",semenjak pelatih timnas indonesia ganti orang yang mirip goblin itu gue sudah enggak berharap apa apa memang sudah tertara aura kemundurannya dan ya akhirnya memang terjadi gue lihat berita timnas indonesia kalah kemarin kayak memang wajar saja dan sudah enggak ada harapan lagi sudah apalagi gue enggak support enggak nontonin livestream sambil teriak teriak semangat seperti dahulu kala mungkin komentar gue terlihat alay lebay dan caper tapi yakinlah banyak orang yang seperti gue satu kata et pattrick mundur,78,Mgmt_ET,0,Negative
yg diharap patrick kupret : dipecat dan dpt kompensasi penuh tanpa kerja,Youtube,yg diharap patrick kupret : dipecat dan dpt kompensasi penuh tanpa kerja,yang diharap patrick kupret dipecat dan dapat kompensasi penuh tanpa kerja,11,Coach_Kluivert,0,Negative
Kalau ak nenyanyangkan berapa uang yg dihabiskan untuk memecat STY dan mengambil pelatih yg sekarang...,Youtube,Kalau ak nenyanyangkan berapa uang yg dihabiskan untuk memecat STY dan mengambil pelatih yg sekarang...,kalau aku nenyanyangkan berapa uang yang dihabiskan untuk memecat sty dan mengambil pelatih yang sekarang,15,Coach_STY,0,Negative
"Kalo bersedih , ingat2lah bahawa Spanyol juga gk mau main WC 2026",Youtube,"Kalo bersedih , ingat2lah bahawa Spanyol juga gk mau main WC 2026",kalo bersedih ingat2lah bahawa spanyol juga enggak mau main wc 2026,11,General,0,Neutral
Bang Ferry dana reses DPR naik 2x lipat bener ngk?,Youtube,Bang Ferry dana reses DPR naik 2x lipat bener ngk?,bang ferry dana reses dpr naik 2x lipat benar ngk?,10,General,0,Neutral
"Mungkin alasan terbesar untuk mempertahankan petrick, supaya pemain titipan bisa masuk timnas.
 MUNGKIN.
 🙄🙄",Youtube,"Mungkin alasan terbesar untuk mempertahankan petrick, supaya pemain titipan bisa masuk timnas. MUNGKIN. wajah dengan mata ke atas wajah dengan mata ke atas",mungkin alasan terbesar untuk mempertahankan petrick supaya pemain titipan bisa masuk timnas mungkin wajah dengan mata ke atas wajah dengan mata ke atas,23,Player,0,Negative
"Sty aja legowo atas apa yg dia terima, masa PK dan et gak ada rasa malu dan tanggungjawab nya atas kegagalan yg mereka ber2 pertaruhkan.",Youtube,"Sty aja legowo atas apa yg dia terima, masa PK dan et gak ada rasa malu dan tanggungjawab nya atas kegagalan yg mereka ber2 pertaruhkan.",sty saja legowo atas apa yang dia terima masa pakai dan et enggak ada rasa malu dan tanggungjawab nya atas kegagalan yang mereka berdua pertaruhkan,25,Coach_STY,0,Negative
sekelas sty diganti sama penjudi handal,Youtube,sekelas sty diganti sama penjudi handal,sekelas sty diganti sama penjudi handal,6,Coach_STY,1,Negative
Sekarang stelah gugur hrapan pildun semua pada cuci tangan bang...para Pundit cuci tangan,Youtube,Sekarang stelah gugur hrapan pildun semua pada cuci tangan bang...para Pundit cuci tangan,sekarang setelah gugur hrapan pildun semua pada cuci tangan bangpara pundit cuci tangan,13,Pundit,0,Negative
"Sakit nya dalam bangd 😢 liat timnas kayak gini,, kita serius mereka para pengurus pssi,menpora bercanda,,",Youtube,"Sakit nya dalam bangd wajah menangis liat timnas kayak gini,, kita serius mereka para pengurus pssi,menpora bercanda,,",sakit nya dalam bangd wajah menangis lihat timnas kayak begini kita serius mereka para pengurus pssimenpora bercanda,17,Mgmt_General,0,Negative
gw rela kehilangan Tohir asal STY balik,Youtube,gw rela kehilangan Tohir asal STY balik,gue rela kehilangan tohir asal sty balik,7,Coach_STY,0,Positive
"Emang sudah sejak kappan tahu bahwa Patrick Kluivert ini terlalu red flag bwt diambil, nich org cm pundit level doank gak bisa turun langsung.",Youtube,"Emang sudah sejak kappan tahu bahwa Patrick Kluivert ini terlalu red flag bwt diambil, nich org cm pundit level doank gak bisa turun langsung.",memang sudah sejak kappan tahu bahwa patrick kluivert ini terlalu red flag buat diambil nih orang cuma pundit level doang enggak bisa turun langsung,24,Coach_Kluivert,0,Negative
Percaya saamayg bikin rugi BUMN adalah suatu kebodohan,Youtube,Percaya saamayg bikin rugi BUMN adalah suatu kebodohan,percaya saamayg bikin rugi bumn adalah suatu kebodohan,8,General,0,Negative
"Kadang suka aneh, orang udah berjuang dan berusaha. Coba deh yang suka ngehujat itu bisa gak main bola. Nendang juga belum tentu bisa...
 Jadi lah suporter yang baik dan bijak 😊",Youtube,"Kadang suka aneh, orang udah berjuang dan berusaha. Coba deh yang suka ngehujat itu bisa gak main bola. Nendang juga belum tentu bisa... Jadi lah suporter yang baik dan bijak wajah tersenyum dengan mata bahagia",kadang suka aneh orang sudah berjuang dan berusaha coba deh yang suka menghujat itu bisa enggak main bola nendang juga belum tentu bisa jadi lah suporter yang baik dan bijak wajah tersenyum dengan mata bahagia,35,Player,0,Neutral
"""punya malu"" emang mereka punya ?",Youtube,"""punya malu"" emang mereka punya ?",punya malu memang mereka punya ?,6,General,0,Negative
"Kalo misal dulu sty diganti sama pelatih sekelas Ancelotti sih kita kyaknya bakal setuju, dari awal penunjukan si tukang judi aja udah ga yakin sama kembaran Bahlil ini 😂😂",Youtube,"Kalo misal dulu sty diganti sama pelatih sekelas Ancelotti sih kita kyaknya bakal setuju, dari awal penunjukan si tukang judi aja udah ga yakin sama kembaran Bahlil ini lawak lawak",kalo misal dulu sty diganti sama pelatih sekelas ancelotti sih kita kayaknya bakal setuju dari awal penunjukan sih tukang judi saja sudah enggak yakin sama kembaran bahlil ini lawak lawak,30,Coach_STY,0,Negative
"mimpi nii ye.........,. masuk piala dunia. mundur pak Erik jdi ketua PSSI
 banyak yg lain mau menjadi ketua PSSI yg mau bangun timnas Indonesia.",Youtube,"mimpi nii ye.........,. masuk piala dunia. mundur pak Erik jdi ketua PSSI banyak yg lain mau menjadi ketua PSSI yg mau bangun timnas Indonesia.",mimpi ini ye masuk piala dunia mundur pak erik jadi ketua pssi banyak yang lain mau menjadi ketua pssi yang mau bangun timnas indonesia,24,Mgmt_ET,0,Negative
"#VotingPelatih.
 #PelatihWajibAngket
 Harusnya sekarang,PSSI wajib siapkan Beberapa calon pelatih(bukan calon tunggal) agar mengurangi kesempatan para MAFIA Federasi bergerak..Ayo serukan..PEMILIHAN PELATIH WAJIB Melalui VOTING/ANGKET dari Fans Garuda..supaya,ketika kita Hancur..kita pun ikhlas,tidak sehancur ini..",Youtube,"#VotingPelatih. #PelatihWajibAngket Harusnya sekarang,PSSI wajib siapkan Beberapa calon pelatih(bukan calon tunggal) agar mengurangi kesempatan para MAFIA Federasi bergerak..Ayo serukan..PEMILIHAN PELATIH WAJIB Melalui VOTING/ANGKET dari Fans Garuda..supaya,ketika kita Hancur..kita pun ikhlas,tidak sehancur ini..",votingpelatih pelatihwajibangket harusnya sekarangpssi wajib siapkan beberapa calon pelatihbukan calon tunggal agar mengurangi kesempatan para mafia federasi bergerakayo serukanpemilihan pelatih wajib melalui votingangket dari fan garudasupayaketika kita hancurkita pun ikhlastidak sehancur ini,32,Mgmt_General,0,Negative
"pepet terus bang tolong perkara ini, gedek banget gue sumpah",Youtube,"pepet terus bang tolong perkara ini, gedek banget gue sumpah",pepet terus bang tolong perkara ini gedek banget gue sumpah,10,General,0,Negative
Siapa ya memilih pelatih?,Youtube,Siapa ya memilih pelatih?,siapa ya memilih pelatih?,4,General,0,Neutral
"Bisa2nya membandingkan sty dan patrick. 
 Sty yg membajak, menanam dan merawat, Patrick tinggal panen aja gabisa",Youtube,"Bisa2nya membandingkan sty dan patrick. Sty yg membajak, menanam dan merawat, Patrick tinggal panen aja gabisa",bisa2nya membandingkan sty dan patrick sty yang membajak menanam dan merawat patrick tinggal panen saja enggak bisa,17,Coach_STY,0,Negative
"Udah kesal sama ketua PSSI, towel, akmal dan Justin gila banyak mafia di tubuh PSSI",Youtube,"Udah kesal sama ketua PSSI, towel, akmal dan Justin gila banyak mafia di tubuh PSSI",sudah kesal sama ketua pssi towel akmal dan justin gila banyak mafia di tubuh pssi,15,Mgmt_General,0,Negative
Tidak bisa ber word word 😢,Youtube,Tidak bisa ber word word wajah menangis,tidak bisa ber word word wajah menangis,7,General,0,Negative
percaya proses setelah kluivert out,Youtube,percaya proses setelah kluivert out,percaya proses setelah kluivert out,5,Coach_Kluivert,0,Neutral
Targetnya dapat hehhe.,Youtube,Targetnya dapat hehhe.,targetnya dapat hehhe,3,General,0,Neutral
Negara ini TIDAK BOLEH BANGKiT dr segi apapun titik,Youtube,Negara ini TIDAK BOLEH BANGKiT dr segi apapun titik,negara ini tidak boleh bangkit dari segi apapun titik,9,General,0,Negative
"sampe skrng et ga ngelakuin apa apa, pk jg ga minta maaf",Youtube,"sampe skrng et ga ngelakuin apa apa, pk jg ga minta maaf",sampai sekarang et enggak melakukan apa apa pakai juga enggak meminta maaf,12,Mgmt_ET,0,Negative
"kalau jadi patrik, harus tau diri, jangan sampai dipecat, harus mundur, biar gak membenani kas negara lagi. HARUS MUNDUR!!!!",Youtube,"kalau jadi patrik, harus tau diri, jangan sampai dipecat, harus mundur, biar gak membenani kas negara lagi. HARUS MUNDUR!!!!",kalau jadi patrik harus tau diri jangan sampai dipecat harus mundur biar enggak membenani kas negara lagi harus mundur!,19,General,0,Negative
Feri ini pakar sepak bola atau pengamat sepak bola?,Youtube,Feri ini pakar sepak bola atau pengamat sepak bola?,feri ini pakar sepak bola atau pengamat sepak bola?,9,Player,0,Neutral
Sepak bola indonesia = politik 😢,Youtube,Sepak bola indonesia = politik wajah menangis,sepak bola indonesia politik wajah menangis,6,Player,0,Negative
Susah amat mau hidup bahagia,Youtube,Susah amat mau hidup bahagia,susah amat mau hidup bahagia,5,Player,0,Negative
yg salah siapa yg salah itu yg rekrut pk jd head coach timnas..😮,Youtube,yg salah siapa yg salah itu yg rekrut pk jd head coach timnas.. wajah dengan mulut terbuka,yang salah siapa yang salah itu yang rekrut pakai jadi head coach timnas wajah dengan mulut terbuka,17,Coach_STY,0,Negative
Harapan yg sudah dibangun STY jadi AMBYAR ditangan Kluivert,Youtube,Harapan yg sudah dibangun STY jadi AMBYAR ditangan Kluivert,harapan yang sudah dibangun sty jadi ambyar ditangan kluivert,9,Coach_STY,0,Negative
9:18 konten lu menarik bang. bikin konten dong kenapa laki laki indonesia perlu stop merokok,Youtube,9:18 konten lu menarik bang. bikin konten dong kenapa laki laki indonesia perlu stop merokok,918 konten lu menarik bang bikin konten dong kenapa laki laki indonesia perlu stop merokok,15,General,0,Neutral
"maunya total football, dapatnya gagal total.",Youtube,"maunya total football, dapatnya gagal total.",maunya total football dapatnya gagal total,6,General,0,Negative
"Dibangun , dibentuk , dihancurkan😹",Youtube,"Dibangun , dibentuk , dihancurkan wajah kucing gembira berurai air mata",dibangun dibentuk dihancurkan wajah kucing gembira berurai air mata,9,General,0,Neutral
"ahh untung gak nonton gua match ini, abis ngeliat player linglung lawan arab tidur tak bisa, ngopi pun tak enak. sampai jam 2 siang blom bisa tidur njir",Youtube,"ahh untung gak nonton gua match ini, abis ngeliat player linglung lawan arab tidur tak bisa, ngopi pun tak enak. sampai jam 2 siang blom bisa tidur njir",ah untung enggak menonton gua match ini habis melihat player linglung lawan arab tidur tak bisa ngopi pun tak enak sampai jam 2 siang belum bisa tidur anjir,28,Player,0,Negative
Arhan memang ganteng. 😂,Youtube,Arhan memang ganteng. lawak,arhan memang ganteng lawak,4,Player,1,Negative
"ET mlakukan ""perjudian"" yg hasilnya gagal... Jadi harus trima konsekwensinya..",Youtube,"ET mlakukan ""perjudian"" yg hasilnya gagal... Jadi harus trima konsekwensinya..",et mlakukan perjudian yang hasilnya gagal jadi harus terima konsekwensinya,10,Mgmt_ET,0,Negative
"kita suarakan terus untuk petrik out,dan Erik mundur",Youtube,"kita suarakan terus untuk petrik out,dan Erik mundur",kita suarakan terus untuk petrik outdan erik mundur,8,Coach_Kluivert,0,Negative
"Saya sudah pesimis waktu STY di ganti, ini kayanya bisnis dah. Jadi ga kaget kalau ga lolos, kalaupun bersama STY ga lolos tidak sekecewa ini. Dan pengurus ET masih muka tebal ga bertanggung jawab. Ujung2nya ya begitulah Konoha.",Youtube,"Saya sudah pesimis waktu STY di ganti, ini kayanya bisnis dah. Jadi ga kaget kalau ga lolos, kalaupun bersama STY ga lolos tidak sekecewa ini. Dan pengurus ET masih muka tebal ga bertanggung jawab. Ujung2nya ya begitulah Konoha.",saya sudah pesimis waktu sty di ganti ini kayanya bisnis deh jadi enggak kaget kalau enggak lolos kalaupun bersama sty enggak lolos tidak sekecewa ini dan pengurus et masih muka tebal enggak bertanggung jawab ujung2nya ya begitulah konoha,38,Coach_STY,0,Negative
"Makin bahas timnas, makin sakit ati gua. Kecewa berat sama tim pelatih. Kita punya timnas yg luar biasa. Tapi TDK dg pelatihnya.",Youtube,"Makin bahas timnas, makin sakit ati gua. Kecewa berat sama tim pelatih. Kita punya timnas yg luar biasa. Tapi TDK dg pelatihnya.",makin bahas timnas makin sakit ati gua kecewa berat sama tim pelatih kita punya timnas yang luar biasa tapi tidak dengan pelatihnya,22,Player,0,Negative
Pundit Pundit Kluivert hati hati aja kalo ketemu suporter timnas,Youtube,Pundit Pundit Kluivert hati hati aja kalo ketemu suporter timnas,pundit pundit kluivert hati hati saja kalo ketemu suporter timnas,10,Coach_Kluivert,0,Negative
"Jadi rakyat Indonesia kok gini gini amat ya😢,gak ada kebahagiaan,harapan pun gak ada😢",Youtube,"Jadi rakyat Indonesia kok gini gini amat ya wajah menangis ,gak ada kebahagiaan,harapan pun gak ada wajah menangis",jadi rakyat indonesia kok begini begini amat ya wajah menangis enggak ada kebahagiaanharapan pun enggak ada wajah menangis,18,Player,0,Negative
"Bang. .bang. .si patrick ngikut omongan lu tuh,dia lgsung kabur k belanda😂",Youtube,"Bang. .bang. .si patrick ngikut omongan lu tuh,dia lgsung kabur k belanda lawak",bang bang sih patrick ngikut omongan lu tuhdia langsung kabur ke belanda lawak,13,Coach_Kluivert,1,Negative
"pdhl yang memulainya pak Iwan bule, Erik cuma nerusin anjir",Youtube,"pdhl yang memulainya pak Iwan bule, Erik cuma nerusin anjir",padahal yang memulainya pak iwan bule erik cuma meneruskan anjir,10,Mgmt_ET,0,Neutral
